votes,user_id,review_id,stars,date,text,type,business_id
"{'funny': 0, 'useful': 1, 'cool': 1}",Ovpa3S8xD96dLE5eDxcxJg,Z6g6nbmPgCpsz2aJ1ZxBpg,4,2007-02-09,"Wow. This place caught me off guard the first time I meandered through the door. From the street, it looks like it's going to be another average mexican food joint, but take one step inside and you'll immediately notice that this place has something to offer.

The food is the most authentic, best presented Mexican I've ever had at a restaurant in AZ, down the line from apps to desserts. The ambiance is perfect and befitting of a gem like this. 

Servings are good size, so much so that I found it to be a little pricey for only two, but I highly recommend it on all accounts for groups of four or more.",review,iDYzGVIF1TDWdjHNgNjCVw
"{'funny': 0, 'useful': 1, 'cool': 0}",uf1r_4FGU6mHuv7tRkuCjA,Qrsw6U7I2tMKwnK7-0uK0A,5,2012-05-17,"We order House Chow Neon H.K Style and Pho. 
The serves was outstanding and impressed me very much so. The waitress interact with my 2 year old and my 5 year old. We were going to take out but they convicted my husband it better if we ate in the restaurant and they were so right 
As for the food it was delicious but everyone has they're opinion bit as myself and family hand down good. We well be coming back base on good serves and good food",review,CoJivG0wxNIBXyOF7MNqSQ
"{'funny': 1, 'useful': 0, 'cool': 0}",MiApu1_03YUaFpKWhZndjg,QNKeINcKNGDgSD5iiFohlw,4,2013-07-27,Favorite spot for some buffet seafood,review,y4bkwSDssQTlFOYZS76K7A
"{'funny': 0, 'useful': 1, 'cool': 0}",-kIvLyWpY17aRa0vPp-RmA,wH2dsj99QWSADiR1i225Ew,5,2012-10-24,Great landfill. Most of its inside and well maintained the only landfill that doesn't stink!!! If your a city of Phoenix residence you are allowed one free dump so go check it out!,review,nxHWeyHmzf1mMskZ5O11Pg
"{'funny': 0, 'useful': 0, 'cool': 0}",jTO4BGzIoiOzRd4rTuGKMw,UVxUHoF5SXnBHyYk5BN69w,5,2013-03-24,Just saw the Sexy Sheena Easton in the South Piont show room. My  sugar walls will never be the same. Every seat is a great seat. Had a great  time.,review,1fjgZaW6_qTYoAaSCfI-VQ
"{'funny': 0, 'useful': 1, 'cool': 0}",1aGODd_7WFlYXKvGvW98ag,ouNiX27r1VyUvilkLlFOvg,5,2014-06-26,"Im a night person n so are all my buddies. We go here after the gym n just chill, eat, drink, vape etc. The food here is awesome! Its a really chill atmosphere which I really like!

Eric is the best bartender. Hes awesome! Always on top of everything and always recommending really good food. He has awesome stories too. Really cool guy! Keep it up boss!

Montana meat company is awesome!",review,DmW50r6MdkPFRq2GnEruzA
"{'funny': 0, 'useful': 1, 'cool': 0}",aX7rU8K54epwWfCLEFldeg,U6S6QPAvW2x6lyrWu1Q2UQ,4,2008-03-26,"First off... 4.5 stars... it was very good. The food is excellent. Everything I had was very good to excellent. I got the American Wagyu ribeye and was not disappointed (well, it was a thinner cut than I expected but that didn't affect the quality). This is what a steak should taste like. The appetizers were terrific and the chocolate souffl was really good although I was so full by then I could barely eat it. One thing you must try is the Bavarian pretzel that is offered from the bread selection - it is FANTASTIC! The service was friendly and surprisingly casual. After receiving our menus we never really felt ignored or had to wait for anything. The sommelier was very knowledgeable and made some good suggestions but a tad too many to begin with. We were very happy with the wine we eventually chose.

The atmosphere is modern and very hip. This is a typical ""upscale"" Vegas restaurant - you see people in everything from suits to t-shirts to shorts (yes, I'm talking about you... the guy with the woman dressed to the nines - can't you at least clean it up for dinner??). Probably not a great place to take kids but really there aren't many nice restaurants in Vegas that are. Parking is not a problem as they offer valet at the hotel.

Great food doesn't come cheap and this is no exception. If you're willing to drop a couple Franklins per person on a terrific dinner and you love great steak this is not to be missed.",review,naLrErBuJr9IWd6_rv6-XQ
"{'funny': 2, 'useful': 6, 'cool': 4}",rLtl8ZkDX5vH5nAx9C3q5Q,KQ8Otzz-sXE_jWp2CJU3fQ,5,2013-06-14,"My child is now a month old so I guess it is safe to write this review because he seems to be healthy and happy.  Having never been to an OBGYN before I didn't know quite what to expect.  From my (a guy's) perspective the whole process was very smooth and I couldn't be happier with Dr. Deka and almost the entire office staff.  The office is clean, runs on time, and everybody is very helpful and friendly.  I made it to every single one of the prenatal appointments and Dr. Deka was always on time, very knowledgeable, and was patient with me when I asked stupid questions.  On the big day she was there to deliver our new family member and made it look easy.  Dr. Deka is a birthing rockstar and the entire process was completely enjoyable (at least for me because I didn't pass out).  If I have another child I will definitely use Dr. Deka.",review,hvnNXEPHglWqRjFRtTMi9w
"{'funny': 0, 'useful': 2, 'cool': 0}",aHuT-eiSBLORLJT3hmuboQ,ZQCOnuYLwRCDL02oCdbLrA,1,2013-06-16,"What a horrible horrible place.

I had  DUI and was looking for an assessment to get my license back and then later to take the required classes.  I had the option of going to several counseling centers but looked at going to TASC because it is near my work.  The amount of hours that they wanted me to have was reasonable but they wanted me to participate in their color systems, the same system drug offenders have to use for their probation.  I initially signed on to it but after realizing that I would have to call every single weekday and possibly come in to pee (regardless if I was across town or not) at a fee of $20 each time.  Wow.  What a scam.

So I called to tell them that I decided to use another facility that doesn't have such ridiculous rules and the counselor/head of TASC was screaming at me over the phone telling me that I was a dishonest abuser who just didn't want to take their UA tests.  I told her, you are right.  I don't want to call every day and pay you ungodly money because I DON""T HAVE TO.  I told her that furthermore, judging by her attitude and customer service skills I can see that the only customers that she will ever have are the ones that the courts FORCE to go to them

I really feel bad for those that have to go to TASC, The staff is rude and the whole thing is a scam.  They charge ungodly money for the tests and the system requires so many random tests that, in my opinion, it is set up for people to not be able to make it or fail.

If you have a choice, DO NOT go to TASC, they just want your money and they think you are nothing but a piece of shit.  Even their head counselors are used to screaming at and demeaning their customers.

I went to a different facility where they are professional and where they test every few months at their expense.",review,M-4pyUDq6jWwDvvoQTIS-A
"{'funny': 0, 'useful': 0, 'cool': 1}",wqYODiWap4X_2piZkuFvSw,S2LU_UrFRZ7-pOx3CTKbdw,5,2010-05-05,"We have stayed here several times, and keep going back because it does not disappoint! Great prices/deals for the rooms, which are newly renovated, with comfy comfy beds! The layout of the casino is a bit confusing (like most Vegas hotels), and the pool is smaller than I would like, but since we're not paying $200+ a night I can't complain. The pool is still fun, with  DJ out on weekends to play music and get a dance party going (this can be a problem if you have a pool facing room and are trying to nap during the day). The staff has always been friendly when I've checked in, even giving advice for clubs to check out. Not the best food options, Canter's is overpriced, but Ben and Jerry's and Starbuck's make up for that. The two biggest reasons we keep returning is location and price - it's situated close to Wynn, Venetian, the Mirage...as well as the Fashion Show mall which has plenty of stores and places to eat. Can't go wrong if you don't want to spend a ton, but not forsake a nice room and fun pool! We will likely be staying here again...",review,_v6HIliEOn0l0YaAmBOrxw
"{'funny': 2, 'useful': 2, 'cool': 1}",M7rUk0Jr85EPI6T3IuZC9w,emZI37a-fHZC5br-yi5T9w,5,2011-11-03,"GVR is my local playground.

Sure, I love Quinn's and Drop Bar.... but it gets a little too loud and rowdy in those places as the night goes on..

Lobby Bar: my secret hideaway. 

I feel like I'm going to an underground club when I go to this, maybe because I'm weird. But this place is usually very calm and has only a few people in here at a time. The bartenders are super nice and fun! Best of all the drinks aren't as expensive here than the regular casino level bars. The bartenders here make the most ridiculously yummy drinks... pancake shot? Big Stick popsicle drink? Ever had that?? Probably not.. try it, only if you're into the art of mixed drinks (sounds better than girly/fruity drinks;])

On the weekends they have a DJ playing hip-hop/dance music.. similar to the Drop Bar, without the cramped spaces and seats you're actually allowed to sit in! Also, you can sit out on the pool patio with the music still playing, but slightly quieter.

So, I hate posting this because it's my treasured neighborhood bar.... but I'd like to share the greatness of this classy bar.",review,GC7u8xGsBETcI9SZBbhdNg
"{'funny': 0, 'useful': 0, 'cool': 0}",1bZbzQTK0t-ofIe4J5gxOA,VVVU1etxDmOxeiWluIF6hw,5,2013-07-21,"We arrived at 8:10 for breakfast and had to leave by 9AM for an appointment. Place was really busy. We were seated quickly and a server asked what we would like to drink. They didn't know we were in a bit of a hurry so all of the service is prompt! The husband was going to meet us there so we ordered a coffee for him. After looking over a lengthy menu, our waitress arrived, asked if we knew what we wanted, saw the coffee and vacant chair and asked if she should wait. I told her we needed to order so we did - Croissant breakfast sandwich, she happily offered to change my French toast to regular wheat instead of Texas style toast (+1egg, 2bacon), and the 2-meal (2 eggs, 2bacon, 2cakes). As soon as she walked away, the husband arrived. She saw him sit down, came over after giving him a few minutes and took his order (cornbeefhash, eggs and hash browns I think). 
We were served our food barely 10 minutes later -  including the husband's late order and everything was cooked correctly and tasted great. Coffee refills are offered generously. Love the syrup in the mustard dispenser - no gooey mess! The waitress checked on us and we really had a very nice family breakfast. Two noteworthy reasons for the 5 stars - I never worried we wouldn't be able to finish before we had to leave...the service is so terrific!  And when it was clear to our waitress that we were finished eating but my iced tea was low, she offered me a refill, which I accepted and then asked me if I wanted it in a to-go cup!!! This is a first for me and a very welcome service enhancement. On a hot Saturday morning in Peoria, with errands ahead of me, of course I would like some iced tea to join me.  The cup was really big too!
Don't overlook Peoria Café. Especially if you're a local. We need to take care of our small, home-grown businesses, especially in this part of the city. You won't regret your decision to eat here.",review,gw-zDohfYJ3_RDlDd3faRw
"{'funny': 0, 'useful': 3, 'cool': 2}",MRT01bqt4OzDHpFwBaeNZg,i7mSZrE8pr_4rMYDrtcCPA,5,2012-11-13,"Another pleasurable and fabulastic stay in MO. Though the hotel is not really centrally located on the LV strip, nevertheless it is closer to the airport and a real hedonistic treat. Upon entry, this hotel immediately invokes zen and classy vibe. I love the sweet-zen scent of the whole hotel (from the lobby all the way to our room). This is an absolute treat especially after coming back from a smoking Casino Hotel. This hotel is one of the few that does not have a casino on the strip. Definitely no ordinary Las Vegas hotel. The hotel lobby is situated oddly on the 23rd floor which is steps away from the hotel's impressive tea lounge and world class bar. Of course they would be reviewed separately. 

As for the room, it was a wonderful treat. Modern, asian motiff, hi-tech and chic. The curtains, temperature and tv are all controlled electronically by the small monitor/clock on the bedside. Oh lala. The linen, is a heavenly refuge: soft and smooth perfect to cradle your weary body. The bathroom is roomy and sexy. Firstly, who does not love the very modern bath tub equipped with bath salt and adorned with rose petals. The tub itself is also nicely located so you can enjoy bathing and watch the small tv affixed on the vanity mirror at the same time. ""Fancy indeed."" Secondly, the rain shower head in the walk in shower is just soothing and lovely. My husband loves them so much he spends 30 minutes there. Thirdly, the separate toilet and sink is a great idea for personal privacy while the modern double sink is elegant. Hoah! the cute jewelry box filled with luxurious and sweet scented amenities. 

Did I mention that they have the so called ""valet cabin."" It is located right by the door and it is where you can drop your shoes for shining, clothes to be dry cleaned and so forth. This is apparently to preserve you privacy and maximize your restful stay.

Furthermore, you must not miss out delighting yourself on the inviting pool deck, poolside cabana and relaxing jacuzzi. All these feels right after a good workout in the fitness room or treatment from the world renowned spa. 

What a delightful place to stay in Las Vegas.",review,RHIIMuvu6xPNHxtZv_QWHg
